True Label,Predicted Label,Attribution Label,Attribution Score,Convergence Score
high,high (0.9776865243911743),high,1.0436851792309827,0.0659988932583877
Word Importance
▁very,▁low,▁Digital,▁very,▁high,▁Digital,O,OH,▁very,▁high,▁O,OH,▁very,▁high,▁Print,▁high,▁Radio,▁very,▁low,▁S
-0.004581595039764344,0.04750131339809459,0.006973895957265548,0.012427078814734042,0.0002107524067793739,-0.0015123340376079898,-0.004459344448772396,0.004620648630644708,0.016115478831537626,0.015950276540439075,0.005417530177635022,0.004927700114593932,0.015671244294995654,0.01564909650089355,0.006022216123241387,0.015190674118652357,-0.009285770665800582,0.02263902734435228,-0.014229554719562816,0.015942787513649453
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0
EM,▁very,▁low,▁S,EM,▁2,▁very,▁low,▁Social,▁low,▁TV,▁Top,▁online,▁self,-,service,▁tips,.,▁New,▁Client
0.011696004386379837,0.01546266039421774,0.0031534436914302053,0.01823310110905269,0.008837837140379508,0.02957095927809119,-0.008582844827407381,0.002384115828525196,0.0018162470734779147,-0.007619512595683614,0.019687214959088328,-0.014935471667242777,-0.030694328515578143,0.007368558377292318,-0.014501719014122536,-0.01059599630903301,0.008653129204915783,0.025874501275554053,-0.006274482333870765,4.783304150935731e-05
1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.0
s,▁Exist,ing,▁Client,s,▁Make,▁life,▁less,▁tax,ing,▁Why,▁Scotia,▁,i,TRA,DE,?,▁Some,▁great,▁reasons
0.007840723194328337,-0.0006960846073974739,0.01104118320604134,0.002387302669110098,0.012298237466529874,0.019512956953773204,-0.0012494408828888862,0.025278371543863823,0.014253621001168011,0.023851984488271766,-0.002125876691633173,-0.011939992765699152,-0.003221180843244252,0.005743013713877698,-0.004464513050460511,0.0023241054920724157,0.0021538692843653708,0.01013306536001534,-0.004182278410707726,-0.11554384188871594
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
▁to,▁join,▁Scotia,▁,i,TRA,DE,▁today,.,▁,a,▁woman,▁sitting,▁on,▁,a,▁table,▁with,▁,a
-0.0013667232484584394,0.000655999365825239,-0.006446516889279712,-0.0008689418056244641,0.0006169347076047012,0.002521488119739515,-0.0021006030949537154,0.037350338760726576,0.016477417367815307,0.009344200064493352,0.0018593858738995047,-0.0094958738812088,-0.0009436876664245526,0.0046756763040897336,0.011048493567583185,-0.005661174467433876,-0.0003482595514067103,0.01910213301572896,-0.004978962103644434,0.00019239607835618098
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0
▁laptop,▁computer,▁Open,▁an,▁Account,▁How,▁would,▁you,▁like,▁to,▁apply,?,▁Let,▁us,▁call,▁you,▁Visit,▁Us,▁Scotia,▁
0.00074004299752891,0.012078175086005524,-0.011567431638737993,-0.0056093598107101,-0.0009930599094502435,0.014379060468037667,-0.002671699617947771,-0.004499726448368206,-0.007041864161128751,0.004630057714250971,-0.001819619567871029,0.004968182795514923,-0.01146939049727769,-0.0006045650250848099,-0.0025396556459036873,-0.0067859025275750036,0.010082437996469506,-0.005397418906036308,-0.004528717517917752,0.0026735332764570513
0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
i,TRA,DE,▁Investor,▁Centre,▁Non,-,digit,al,▁Account,▁Opening,▁for,▁S,elected,▁Account,▁Type,s,▁Get,▁self,-
0.0014696865288213422,0.0001830022799931729,-0.00033850150287127387,0.0013051915752818099,-0.0009403000835755712,0.001965907961403629,0.002029591462048421,-0.0004629135400325158,-0.0030454953417776765,0.00020100449287211884,0.0034387191053121464,-0.005951053667973454,-0.0008411262998029957,0.0022052457869093196,0.0019039554925992595,-0.0029921135434946167,0.009575240018264826,0.00703722985641319,0.002478290721367533,0.0026989853424148062
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
star,ted,▁with,▁self,-,directed,▁investing,.,▁Our,▁standard,▁commission,▁pricing,▁is,▁just,▁$,9.99,▁for,▁,e,qui
0.0008409565711256059,0.0027635341787339597,-0.010055874126977043,0.0005805304432132323,0.0033808927887567903,-0.0023923563796588317,0.005844820140926495,-0.004984443511551782,-0.006189717674176253,0.0005868329487479923,0.004339507390242504,0.002533881216555427,-0.0007823311997189454,0.009946440696604653,0.001103514934182869,0.006739216644920852,0.0032064538209795037,0.002074088414779681,0.002218062325983354,-3.289781933329776e-05
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ties,▁and,▁options,▁trade,s,*,.,▁How,▁to,▁add,▁funds,▁or,▁transfer,▁money,▁to,▁Scotia,▁,i,TRA,DE
0.0008211939161090619,0.007639686935271105,0.0019525968051935076,0.01067911789598863,0.0014140142532714298,0.008937054360415675,-0.002377960521178347,0.004806965210348026,0.0018197362101535634,0.0034079157345935415,-0.0024506130527936964,-0.009091456880161481,-0.002637685134084471,0.007317802943854984,-0.013677493074281653,0.0006084696296924257,0.00386186257528032,0.001653265486597473,-0.0005562683143017369,-0.0013714782384097934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
®,?,▁Get,▁started,▁with,▁Scotia,▁,i,TRA,DE,®,▁How,▁to,▁open,▁,a,▁,s,cot,i
