#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Nov 14, 2021 - Nov 20, 2021"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Nov 14, 2021 - Nov 20, 2021"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,62311,42696,23898,143.0349433141792
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,36450,30888,15784,81.1650599117911
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,5082,4003,3324,111.29329268292683
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,2772,2283,1560,339.98844537815125
SB:en:itrade:Competitive pricing | Scotia iTRADE,1429,1275,1112,257.2703927492447
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,1065,975,843,354.937125748503
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,981,794,727,117.15789473684211
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®,840,658,567,214.2608695652174
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,738,662,292,81.48986486486487
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources,736,651,527,86.00923787528869
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®,677,629,525,109.1967654986523


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),61888,44298,24021
https://www.scotiaitrade.com/en/home.html,34311,30578,15098
https://www.scotiaitrade.com/en/home/open-trading-account.html,4933,3955,3221
https://www.scotiaitrade.com/en/home/learning-centre/forms-library.html,2768,2807,1743
(Low Traffic),1939,1728,1403
https://www.scotiaitrade.com/en/home/pricing-fees.html,1425,1351,1139
https://www.scotiaitrade.com/en/home/contact-us.html,1061,986,845
https://www.scotiaitrade.com/en/home/where-to-start.html,976,796,723
https://www.scotiaitrade.com/en/home/why-itrade/powerful-platforms/scotia-itrade-trading-desk.html,727,723,296
https://www.scotiaitrade.com/en/home/open-practice-trading-acccount.html,836,672,577
https://www.scotiaitrade.com/en/home/trading-account-types/registered/tax-free-savings-accounts-tfsa,704,646,536


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),43743,30239,14934
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,26921,22576,9744
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1990,1554,1406
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Open an ac,1474,1328,1250
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,1175,1009,841
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,843,714,676
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,966,697,432
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console:page top CTA:Sign in,762,635,236
Internal Search,515,335,322
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,364,310,295
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,334,300,286


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,44320
Other,31829
Mobile Phone,10938
Tablet,1549
Gaming Console,1
Media Player,1
Television,1
Set-top Box,1


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,43589,0.1902314804193719
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,28653,0.11119254528321641
phoenix:Login,2254,0
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1673,0.26897788404064554
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1056,0.20075757575757575
SB:en:itrade:How are stocks taxed in Canada? | Posts,616,0.9188311688311688
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,614,0.06026058631921824
BNS Home page en,601,0
SB:en:itrade:Competitive pricing | Scotia iTRADE,540,0.5648148148148148
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®,484,0.44834710743801653
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,461,0.7071583514099783


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,44320,44320,0.200518953068592
Natural Search,20087,21006,0.2017225070941405
Direct,12104,11890,0.21017845340383345
Referring Domains,9812,14306,0.15960048919690176
Session Refresh,1161,1128,0.26270456503014644
Paid Search,347,288,0.09221902017291066
Paid Social Networks,245,245,0.9510204081632653
Other Campaigns,237,242,0.1308016877637131
