#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Sep 20, 2020 - Sep 26, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,4657
Windows 10,2092
Mobile iOS 13.7,507
OS X 10.15,394
Android 10,265
Mobile iOS 14.0,213


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,4657
Google Chrome 85.0,1358
Safari 13.1,451
Chrome Mobile 85.0,387
Google Chrome 79.0,362
Safari,245


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,4657
None,3125
Apple iPhone,909
Apple iPad,143
Samsung Galaxy S9 (SM-G960W),26
Samsung Galaxy S10 (SM-G973W),25


##############################################
# Countries
##############################################
,Unique Visitors
Countries,4657
Canada,3275
United States,640
Mexico,268
Peru,209
Germany,31
India,29
United Kingdom,23
Argentina,11
Netherlands,10
Australia,10
Colombia,9
France,9
Philippines,9
Hong Kong SAR of China,8
Finland,8
Jamaica,8
Bahamas,7
Austria,7
Costa Rica,5
Bangladesh,5
Ireland,4
Romania,4
Italy,3
Chile,3
Venezuela,3
South Korea,3
Sweden,3
South Africa,3
Spain,3
Cayman Islands,3
Trinidad and Tobago,3
New Zealand,2
Luxembourg,2
Dominican Republic,2
Barbados,2
Ecuador,2
Cote D Ivoire,2
Uruguay,2
Sint Maarten,2
Antigua and Barbuda,2
Ethiopia,2
Guernsey,1
Singapore,1
United Arab Emirates,1
Tunisia,1
Curacao,1
Guyana,1
Angola,1
Cyprus,1
Bahrain,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,4657
Ontario (Canada),1817
British Columbia (Canada),487
Alberta (Canada),379
Quebec (Canada),314
Metropolitana De Lima (Peru),155
Ciudad De Mexico (Mexico),114
Nova Scotia (Canada),92
California (United States),89
New York (United States),86
Saskatchewan (Canada),76
Georgia (United States),75
Manitoba (Canada),52
Florida (United States),44
Texas (United States),37
Jalisco (Mexico),35
New Jersey (United States),35
Virginia (United States),34
New Brunswick (Canada),32
Wyoming (United States),30
Illinois (United States),28
Mexico (Mexico),22
Iowa (United States),21
Oregon (United States),21
Newfoundland and Labrador (Canada),19
Arizona (United States),17
Washington (United States),17
Bayern (Germany),16
Arequipa (Peru),16
Nuevo Leon (Mexico),14
Pennsylvania (United States),12
La Libertad (Peru),10
Chihuahua (Mexico),10
North Carolina (United States),9
Colorado (United States),9
Nevada (United States),9
Noord-Holland (Netherlands),9
Hong Kong (Hong Kong SAR of China),8
Uusimaa (Finland),8
Veracruz (Mexico),8
Tamaulipas (Mexico),8
Kingston (Jamaica),8
Massachusetts (United States),7
Maryland (United States),7
Guanajuato (Mexico),7
Hessen (Germany),7
Distrito Capital (Colombia),7
Missouri (United States),7
Misamis Oriental (Philippines),7
Prince Edward Island (Canada),7
Ile-De-France (France),7


#=================================================================
"# Site Traffic "
# Report suite: Scotiabank Prod
"# Date: Sep 20, 2020 - Sep 26, 2020"
# Segments: SWM
#=================================================================


##############################################
# Traffic Flow Flow
##############################################
Next
Focus,Step 1,Path views
GWM:Home,,0
GWM:Home,English,1


##############################################
# Traffic By Page Name
##############################################
,Unique Visitors
Page,4650
SB:en:swm:Home,1802
SWM:Contact US,700
SB:es:swm:Pagina principal,591
SB:en:swm:ScotiaMcLeod,449
SB:en:swm:Private Banking,247
SB:en:swm:ScotiaMcLeod online,246
SB:en:swm:Investment Management,220
SB:en:swm:Scotiatrust,181
SB:en:swm:Private Investment Counsel,168
SB:en:swm:Contact us,164
SB:fr:swm:Accueil,144
SB:en:swm:Foundations,143
SB:en:swm:About us,138
SB:en:swm:Resource Centre,124
SB:en:swm:Total Wealth Planning,118
SB:es:swm:Contrato de Inversion Scotiabank,51
SB:en:swm:J.P. Bickell Foundation,45
SB:es:swm:Contáctanos,24
SB:en:swm:Annual tax reporting,24
SB:en:swm:Tax slips checklist,21
SB:en:swm:J. P. Bickell Foundation General Charities Grant A,21
swm:Thank You,19
SB:es:swm:Soluciones Financieras,18
SB:en:swm:Account Documentation,12
SB:fr:swm:Service de gestion privée de portefeuilles,11


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4657
https://www.scotiawealthmanagement.com/ca/en/home.html,1509
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,698
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,359
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,277
