#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Jul 31, 2022 - Aug 6, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Jul 31, 2022 - Aug 6, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,36276,28307,22801,95.47048388083441
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,17230,16002,11844,52.365987249708176
SB:en:itrade:Scotia itrade mobile application terms and conditions,3087,2299,2222,45.112860892388454
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1375,1195,826,270.92781316348197
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1367,1274,1164,54.245073891625616
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,1182,495,486,142.57037037037037
SB:en:itrade:Special offers & exclusive programs | Scotia iTRADE®,1022,345,299,230.03184713375796
SB:en:itrade:Competitive pricing | Scotia iTRADE,808,744,651,232.71940298507462
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®,751,92,89,571.3658536585366
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,638,599,544,208.60294117647058
SB:en:itrade:Commission-Free ETFs Trading in Canada | Scotia iTRADE®,498,440,421,86.44202898550725


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),36111,29374,23154
https://www.scotiaitrade.com/en/home.html,17031,16488,11849
https://www.scotiaitrade.com/en/home/campaigns/scotia-itrade-mobile-application-terms-and-conditions,3087,2299,2222
https://www.scotiaitrade.com/en/home/learning-centre/forms-library.html,1372,1512,920
https://www.scotiaitrade.com/en/home/open-trading-account.html,1348,1269,1151
https://www.scotiaitrade.com/en/home/pricing-fees.html,808,826,691
https://www.scotiaitrade.com/en/home/contact-us.html,635,604,545
https://www.scotiaitrade.com/en/home/where-to-start.html,1182,496,486
https://www.scotiaitrade.com/en/home/why-itrade/powerful-platforms/scotia-itrade-trading-desk.html,419,419,248
https://www.scotiaitrade.com/en/home/investment-types-products/commission-free-etf.html,442,404,381
https://www.scotiaitrade.com/en/home/open-practice-trading-acccount.html,432,397,385


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20163,16363,11596
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,13451,11991,8166
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,562,499,387
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console:page top CTA:Sign in,402,358,203
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,306,285,211
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,297,268,264
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,222,204,202
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn how,166,165,165
Internal Search,225,164,151
SB:en:itrade:Scotia iTRADE® forms library - find all forms here:nav-btn:Accounts,265,154,91
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,170,139,131


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,29374
Other,18452
Mobile Phone,10050
Tablet,863
Media Player,9


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,28648,0.3414199944149679
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,15267,0.1937512281391236
SB:en:itrade:Scotia itrade mobile application terms and conditions,2299,0.6681165724227925
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1056,0.3484848484848485
phoenix:Login,1043,0
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,745,0.2389261744966443
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,491,0.8187372708757638
SB:en:itrade:Competitive pricing | Scotia iTRADE,482,0.6078838174273858
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,404,0.5173267326732673
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,381,0.12335958005249344
SB:en:itrade:Commission-Free ETFs Trading in Canada | Scotia iTRADE®,336,0.43452380952380953


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,29374,29374,0.3529652073262068
Direct,12784,12655,0.36655193992490614
Natural Search,8774,9264,0.332117620241623
Referring Domains,6273,6999,0.3344492268452096
Session Refresh,1152,1116,0.4826388888888889
